GCA_000773745.1	A	SRR393526	a_PAPa_OBPa_PIKa	17.53
GCA_000773745.1	A	SRR393526	alpha_MTLalpha2	0.04
GCA_000773745.1	A	SRR393526	alpha_MTLalpha1	0.00
GCA_000773745.1	A	SRR393526	alpha_OBP_PIK_PAP	0.01
GCA_000773745.1	A	SRR393526	control	17.64
GCA_000784525.1	A	SRR530262	a_MTLa2_MTLa1	12.59
GCA_000784525.1	A	SRR530262	a_PAPa_OBPa_PIKa	13.84
GCA_000784525.1	A	SRR530262	alpha_MTLalpha2	0.00
GCA_000784525.1	A	SRR530262	alpha_MTLalpha1	0.00
GCA_000784525.1	A	SRR530262	alpha_OBP_PIK_PAP	0.00
GCA_000784525.1	A	SRR530262	control	13.03
GCA_000447455.1	alpha	SRR845178	a_MTLa2_MTLa1	8.49
GCA_000447455.1	alpha	SRR845178	a_PAPa_OBPa_PIKa	8.81
GCA_000447455.1	alpha	SRR845178	alpha_MTLalpha2	9.27
GCA_000447455.1	alpha	SRR845178	alpha_MTLalpha1	10.52
GCA_000447455.1	alpha	SRR845178	alpha_OBP_PIK_PAP	9.01
GCA_000447455.1	alpha	SRR845178	control	16.16
GCA_000447495.1	alpha	SRR845182	a_MTLa2_MTLa1	7.98
GCA_000447495.1	alpha	SRR845182	a_PAPa_OBPa_PIKa	9.28
GCA_000447495.1	alpha	SRR845182	alpha_MTLalpha2	11.03
GCA_000447495.1	alpha	SRR845182	alpha_MTLalpha1	9.05
GCA_000447495.1	alpha	SRR845182	alpha_OBP_PIK_PAP	9.13
GCA_000447495.1	alpha	SRR845182	control	18.10
GCA_000447535.1	alpha	SRR845222	a_MTLa2_MTLa1	6.45
GCA_000447535.1	alpha	SRR845222	a_PAPa_OBPa_PIKa	9.59
GCA_000447535.1	alpha	SRR845222	alpha_MTLalpha2	8.48
GCA_000447535.1	alpha	SRR845222	alpha_MTLalpha1	7.58
GCA_000447535.1	alpha	SRR845222	alpha_OBP_PIK_PAP	8.36
GCA_000447535.1	alpha	SRR845222	control	18.10
GCA_000447515.1	alpha	SRR845262	a_MTLa2_MTLa1	7.53
GCA_000447515.1	alpha	SRR845262	a_PAPa_OBPa_PIKa	9.49
GCA_000447515.1	alpha	SRR845262	alpha_MTLalpha2	9.47
GCA_000447515.1	alpha	SRR845262	alpha_MTLalpha1	8.80
GCA_000447515.1	alpha	SRR845262	alpha_OBP_PIK_PAP	9.01
GCA_000447515.1	alpha	SRR845262	control	15.93
GCA_000447475.1	alpha	SRR845269	a_MTLa2_MTLa1	6.76
GCA_000447475.1	alpha	SRR845269	a_PAPa_OBPa_PIKa	8.81
GCA_000447475.1	alpha	SRR845269	alpha_MTLalpha2	7.17
GCA_000447475.1	alpha	SRR845269	alpha_MTLalpha1	8.22
GCA_000447475.1	alpha	SRR845269	alpha_OBP_PIK_PAP	8.48
GCA_000447475.1	alpha	SRR845269	control	18.14
GCA_000447555.1	alpha	SRR845283	a_MTLa2_MTLa1	7.98
GCA_000447555.1	alpha	SRR845283	a_PAPa_OBPa_PIKa	9.25
GCA_000447555.1	alpha	SRR845283	alpha_MTLalpha2	8.50
GCA_000447555.1	alpha	SRR845283	alpha_MTLalpha1	8.47
GCA_000447555.1	alpha	SRR845283	alpha_OBP_PIK_PAP	9.74
GCA_000447555.1	alpha	SRR845283	control	16.44
GCA_000691765.2	A+alpha	SRR848045	a_MTLa2_MTLa1	5.21
GCA_000691765.2	A+alpha	SRR848045	a_PAPa_OBPa_PIKa	8.53
GCA_000691765.2	A+alpha	SRR848045	alpha_MTLalpha2	5.80
GCA_000691765.2	A+alpha	SRR848045	alpha_MTLalpha1	9.51
GCA_000691765.2	A+alpha	SRR848045	alpha_OBP_PIK_PAP	8.05
GCA_000691765.2	A+alpha	SRR848045	control	15.06
